INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (2, 'Vesna', 'Petrović', '1997-03-28', 'vesna.petrovic', '$2a$10$hGG14xySJbhkwmTaLj0ZJODan.PFQeYlBGDX8huwpYcOjJjE7NW0e', 'CLIENT', 'vesna.petrovic@mail.com', true, false, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (16, 'Dragana', 'Radić', '1987-02-07', 'dragana.radic', '$2a$10$82sSBnjStjFkV3.vQ7LqPuTI5RHy0bb8hmP4ksJGI6nOlhwkFdhqO', 'CLIENT', 'dragana.radic@mail.com', false, false, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (17, 'Martina', 'Golubović', '1999-10-18', 'martina.golubovic', '$2a$10$M3BWtmUOdcyQczzEfj9tiO1ctrU5Wgxso7SKNly8V9tBCBRVOIBVe', 'CLIENT', 'martina.golubovic@mail.com', false, false, false, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (18, 'Vesna', 'Jovanović', '2002-11-20', 'vesna.jovanovic', '$2a$10$E3LNijcp14DW58dlacAPq.t5ADJvCLaSuPjfRxFjJDagaw8dPtioq', 'CLIENT', 'vesna.jovanovic@mail.com', true, true, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (19, 'Ana', 'Đokić', '1986-01-26', 'ana.đokic', '$2a$10$h7/Vh6tQ3MtzGKNumNfyNewh.MM/jTfwxdozax6Oxn3tfuDjzHRZG', 'CLIENT', 'ana.đokic@mail.com', true, true, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (20, 'Jovica', 'Kočić', '2000-09-08', 'jovica.kocic', '$2a$10$mb5CTjAtmvF1DiOvDntSqeHtTH0D3Ggo12yOcNrJPjs4enLRZM80K', 'CLIENT', 'jovica.kocic@mail.com', false, false, true, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (21, 'Gorana', 'Ratković', '1998-11-11', 'gorana.ratkovic', '$2a$10$6rrhYPVNoAPwimD2B6ikN.OMr568XSoNg5Oy6RwLymX7F8JG8tyua', 'CLIENT', 'gorana.ratkovic@mail.com', false, true, true, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (22, 'Dragana', 'Andrić', '1994-07-27', 'dragana.andric', '$2a$10$INH62XZr10o4EXjRv13igurXzU.Cu5eocvZL8o2nloHEGgHbGlawW', 'CLIENT', 'dragana.andric@mail.com', false, true, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (23, 'Milica', 'Andrić', '2002-01-24', 'milica.andric', '$2a$10$hNyFDaAAQAv7cquuieUvJeBcgcHUd33H9rHCuQarAqSx4DRBVxxTC', 'CLIENT', 'milica.andric@mail.com', false, false, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (24, 'Mara', 'Savić', '1997-01-16', 'mara.savic', '$2a$10$U9APyH0lmc7VGIUVaOrBve0ErEXaZ/8cFf7lRS9RcDubmoT2UZyNu', 'CLIENT', 'mara.savic@mail.com', false, true, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (25, 'Manja', 'Đokić', '2003-06-13', 'manja.đokic', '$2a$10$PXeYimFV2a92bUpn.9/WNeQv8szewmtbFHxhEuVmUH6SHwUnWeIIS', 'CLIENT', 'manja.đokic@mail.com', false, false, true, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (26, 'Anja', 'Martinović', '2001-11-09', 'anja.martinovic', '$2a$10$MbFS2Kd8heZt10tmPXX7h.7xx.ahOm2iZqoQu0qTIynoYsZ.ZoQXu', 'CLIENT', 'anja.martinovic@mail.com', false, true, true, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (27, 'Aleksandar', 'Radovanović', '1980-08-13', 'aleksandar.radovanovic', '$2a$10$YN39Nd0ClNVuq1VGa/IgR.IkUkU41kbX2OmNi7h5vpz6rzVD3xGBC', 'CLIENT', 'aleksandar.radovanovic@mail.com', false, true, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (28, 'Tamara', 'Dujlović', '1995-04-10', 'tamara.dujlovic', '$2a$10$KAM3vyH5yS0iHzbzQeaVzu/2N7mM.5mlWuGN/lOQMHfkP57isCmei', 'CLIENT', 'tamara.dujlovic@mail.com', false, false, true, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (29, 'Zoran', 'Mihailović', '1984-10-17', 'zoran.mihailovic', '$2a$10$sP/.b13XRU3oeYUmQ6Q7MuHPP6IgFLd/qPaygbyJZPxLtb62/GisS', 'CLIENT', 'zoran.mihailovic@mail.com', true, true, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (30, 'Mihajlo', 'Jović', '1992-06-10', 'mihajlo.jovic', '$2a$10$VGPLCvn327igIxTMsTnRTOhanIiq6N3Z45esFPkS90DS1kg1RdUh.', 'CLIENT', 'mihajlo.jovic@mail.com', false, false, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (31, 'Nemanja', 'Savić', '2004-11-12', 'nemanja.savic', '$2a$10$fe9WvFI5Mtn324j/yALWUem665gRqLth.ke0B6X5./JSHE5m0wPXe', 'CLIENT', 'nemanja.savic@mail.com', true, true, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (32, 'Danijela', 'Maksimović', '2001-09-28', 'danijela.maksimovic', '$2a$10$yi/7cYF8FoBip/ys6gqveeBpGd1KYz1S5biRV4DQJFdUthlYsUIFa', 'CLIENT', 'danijela.maksimovic@mail.com', true, true, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (33, 'Slađana', 'Martinović', '1982-02-02', 'slađana.martinovic1', '$2a$10$M1.jJqhIwjtJV0RLb210Qubi5tIedFzHkp6AAmOFCDkjgQ6187yEW', 'CLIENT', 'slađana.martinovic1@mail.com', false, true, false, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (34, 'Miodrag', 'Maksimović', '1997-08-27', 'miodrag.maksimovic', '$2a$10$1M4S4SfXhF/lJ3bgFgRxBuOrdv8QWwHivjK5p5RgowoxaZH0Pjene', 'CLIENT', 'miodrag.maksimovic@mail.com', true, false, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (35, 'Emilija', 'Mihajlović', '1981-02-08', 'emilija.mihajlovic', '$2a$10$VerFJ/5k3xaGHxS4G/18Ge6abiuRO9KHI1eLlyKaxoAPVjfBRM5p6', 'CLIENT', 'emilija.mihajlovic@mail.com', true, true, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (36, 'Mihajlo', 'Andrić', '1997-07-12', 'mihajlo.andric', '$2a$10$6muCysYNPYqYjcpRuDjcc.tkhS6V7LQw1KN/gZFZLKdbbavpxBdmW', 'CLIENT', 'mihajlo.andric@mail.com', true, true, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (37, 'Milica', 'Đokić', '1990-06-06', 'milica.đokic', '$2a$10$ubZXfqdLkl/ieH/NBbH0iunIq2XrcUyF0b/EJf5p/nWnS4IlErK9K', 'CLIENT', 'milica.đokic@mail.com', true, false, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (38, 'Stefan', 'Savić', '2002-12-22', 'stefan.savic', '$2a$10$urZwLNR7dxI025YegHLfEeXptHBiQ84hdTTxUyvvDCGsgmGimizWm', 'CLIENT', 'stefan.savic@mail.com', false, false, false, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (39, 'Vanja', 'Mirić', '1998-10-06', 'vanja.miric', '$2a$10$ewRox3lGEhpaRTuqeoPWOOKod5Y7NVPlMVd6htzYq7L52jnSe10dW', 'CLIENT', 'vanja.miric@mail.com', true, true, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (40, 'Kristijan', 'Stevanović', '1992-06-20', 'kristijan.stevanovic', '$2a$10$ippH7fesjFgCGvUY3suHEuFYsWwmsF/m3zgY..dooFfLjQgUrtow2', 'CLIENT', 'kristijan.stevanovic@mail.com', true, true, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (41, 'Gorana', 'Stevanović', '1980-01-05', 'gorana.stevanovic', '$2a$10$jm884nrWsF9w6qqAJDNZmuYJnbU7gkSB8zhfc4AKnU5ms83sPNSWa', 'CLIENT', 'gorana.stevanovic@mail.com', false, true, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (42, 'Milena', 'Dejanović', '2001-05-01', 'milena.dejanovic', '$2a$10$I7FFvU7z.0xGEnXUbRHclO/xZBLZQfzbpGXBdlgBNCdMHERtGbX.2', 'CLIENT', 'milena.dejanovic@mail.com', false, false, true, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (43, 'Mirjana', 'Martinović', '1981-09-13', 'mirjana.martinovic', '$2a$10$uXD9FtvHsSrD80VmEKJOru0UrXbbITb.nKcLI5cdVHDPVadVb5LhO', 'CLIENT', 'mirjana.martinovic@mail.com', false, true, false, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (44, 'Perica', 'Petrović', '2005-07-11', 'perica.petrovic', '$2a$10$nFCO2015T21QXHTJTzBxuusLZJP05Va0GhfgEZmd/IZ7e4xXveUKm', 'CLIENT', 'perica.petrovic@mail.com', true, false, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (45, 'Tatjana', 'Radovanović', '1987-12-14', 'tatjana.radovanovic', '$2a$10$8PxeaivJrTVX1.wUgtutBObYsHEDylxzEVvQznGQC/jP/tNFjb3qS', 'CLIENT', 'tatjana.radovanovic@mail.com', false, true, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (46, 'Jovana', 'Radić', '1984-01-14', 'jovana.radic', '$2a$10$XTu33RUsS5m6iqyI4o15rucVP0DKWVlkmC3KcOgWnE5ePhBzbB.OK', 'CLIENT', 'jovana.radic@mail.com', false, false, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (47, 'Stoja', 'Perić', '1998-09-07', 'stoja.peric', '$2a$10$eK5w.UxZrBDtD6xPexHKMebCpkVwX2aD5ID3UzzgaelVqI4OtEX7.', 'CLIENT', 'stoja.peric@mail.com', false, true, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (48, 'Martina', 'Martinović', '1989-08-12', 'martina.martinovic', '$2a$10$RcID3veHeJGYoftwRz8Q6elOGUnzAdv4xPhk.bKLKRiiXlDSWBCa.', 'CLIENT', 'martina.martinovic@mail.com', false, false, true, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (49, 'Stojanka', 'Dejanović', '1980-10-10', 'stojanka.dejanovic', '$2a$10$A7XrVV8mmJ6Ise6pCPlWzO83Ogs/bOIFe0mVE/adhk8ZG78ntHpgy', 'CLIENT', 'stojanka.dejanovic@mail.com', false, false, false, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (50, 'Kristijan', 'Radovanović', '1992-11-01', 'kristijan.radovanovic', '$2a$10$oJd0iWzNZxZ2l6okaibXiuq4P9f.ktzYj3UqpCi9xHxRguIdRnkvG', 'CLIENT', 'kristijan.radovanovic@mail.com', false, true, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (51, 'Perica', 'Ratković', '1988-09-05', 'perica.ratkovic', '$2a$10$SFEIfCSWmJ5i3w7Feivf/.OmBrp8OE3pJTSYsU9MtUJfe/6T43mZ.', 'CLIENT', 'perica.ratkovic@mail.com', false, false, false, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (52, 'Simo', 'Radovanović', '2002-12-24', 'simo.radovanovic', '$2a$10$xB4pES4qrGfDzZ5gKLj/F.g5sXXp5tUkgdSyhhLuHwllV.1vKUQaq', 'CLIENT', 'simo.radovanovic@mail.com', false, false, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (53, 'Ana', 'Mihajlović', '2003-06-10', 'ana.mihajlovic', '$2a$10$fbBoLXUlE2CQ3YNl3C.uu.H8Ds07kOg8eprS6L74NojrgWO3d6SaS', 'CLIENT', 'ana.mihajlovic@mail.com', false, true, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (54, 'Dragana', 'Andrić', '1988-10-10', 'dragana.andric1', '$2a$10$zP8vnxr3aOJc/a3eGCXsBOLm7Jr5nnFfu2CBo6x3eXFPjFAHNk1NK', 'CLIENT', 'dragana.andric1@mail.com', false, true, false, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (55, 'Ratko', 'Golubović', '1997-10-05', 'ratko.golubovic', '$2a$10$eS2ur1o32PocOcU.N94Un.1GB.4Ox5iFdyrFpOxCUml1wvTib8aoO', 'CLIENT', 'ratko.golubovic@mail.com', true, true, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (56, 'Dejan', 'Dejanović', '1987-01-04', 'dejan.dejanovic', '$2a$10$zzy0euA6.wjZEORRfURV7u1ksEZO.qubWeIbq5u5MXKoWu2rNg7Xq', 'CLIENT', 'dejan.dejanovic@mail.com', false, true, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (57, 'Vida', 'Andrić', '1995-09-22', 'vida.andric', '$2a$10$/Q2/0ZmqsAt4yExams6Lj.U5HWR1hlOwl6/.xglsPhTpbIqUakgoW', 'CLIENT', 'vida.andric@mail.com', false, false, false, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (58, 'Jovana', 'Dejanović', '1997-06-07', 'jovana.dejanovic', '$2a$10$kM/XiKmRNnNEXLPXmTJYXOBHYIGpQWiqrdwBsX8mK1qKcv7ky5Unm', 'CLIENT', 'jovana.dejanovic@mail.com', true, false, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (59, 'Jovana', 'Mihajlović', '1987-08-13', 'jovana.mihajlovic', '$2a$10$/kA3sN/KghLoOQLkHyGQgOVwo8a9FLWTNZ8gCWF6VTK70qhS9x8yC', 'CLIENT', 'jovana.mihajlovic@mail.com', true, false, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (60, 'Igor', 'Savić', '2005-01-20', 'igor.savic', '$2a$10$ykGQyYtfENTF40vfYe1hX..NGPF0MO.bXfJiKzCw/hLxjTc8bKDlG', 'CLIENT', 'igor.savic@mail.com', true, true, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (61, 'Milena', 'Stevanović', '1994-08-22', 'milena.stevanovic', '$2a$10$Sayn8HAszLLQdVich8AMF.xb1dY7xkFRrQJBec06v3Zqcq3iVYA6u', 'CLIENT', 'milena.stevanovic@mail.com', false, false, true, false);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (62, 'Simo', 'Martinović', '2004-01-04', 'simo.martinovic', '$2a$10$WwxaOcAnnNIVHEYIOhT23efXnR44AOgPyEsFpfr6YbQzH4ej6lFzO', 'CLIENT', 'simo.martinovic@mail.com', false, false, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (63, 'Danijel', 'Savić', '1998-05-17', 'danijel.savic', '$2a$10$.6odeoi90uuVxanc0qiPiux5BBqbIm5b0gVBLE8LDvpSMS3RuGidC', 'CLIENT', 'danijel.savic@mail.com', false, false, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (64, 'Mitra', 'Golubović', '1982-07-06', 'mitra.golubovic', '$2a$10$AhTaLrglSjCsDPBd5cyZouNAcuiWm2w0U2cspduKyvFVg5ZpnNt5y', 'CLIENT', 'mitra.golubovic@mail.com', false, false, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (65, 'Mihajlo', 'Dejanović', '1991-11-12', 'mihajlo.dejanovic', '$2a$10$IWZFS7pZ0crr578//GH3AeUAkhaQzoOX0ZijJZhxGwOtBtOX1dkM2', 'CLIENT', 'mihajlo.dejanovic@mail.com', false, true, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (66, 'Nemanja', 'Dejanović', '1987-05-05', 'nemanja.dejanovic', '$2a$10$CjYSZuHBUCBFc4r7i.lzIejvw2PoZHrMRY8kA0V1TYHidsaAQgLWm', 'CLIENT', 'nemanja.dejanovic@mail.com', true, false, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (67, 'Tanja', 'Andrić', '1991-01-19', 'tanja.andric', '$2a$10$1/UfYzCxGuN6hEOObEhnwuaRgyOpF/8FKuMG7pAipog9Am1g1td8i', 'CLIENT', 'tanja.andric@mail.com', false, false, false, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (68, 'Vesna', 'Mitrović', '1993-11-27', 'vesna.mitrovic', '$2a$10$66nRc9X1Wu8VtvUp7X.Mn.opE/upbZj7Xy5coUXQEfxp8SAkN2UEa', 'CLIENT', 'vesna.mitrovic@mail.com', false, true, true, true);
INSERT IGNORE INTO user (id, name, surname, birth_date, username, password, role, email, is_activated, is_new_diary_available, is_new_questionnaire_available, is_profile_confirmed) VALUES (69, 'Stojanka', 'Dejanović', '1990-08-04', 'stojanka.dejanovic1', '$2a$10$29Bgnw1ItzTVezNxbUafVO8wk8pxLOcySa9sPFVN7LZlMbfbGD5za', 'CLIENT', 'stojanka.dejanovic1@mail.com', false, false, false, false);
